meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney,sectional,prizemoney won,country
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Mia Gusto,7,Mare,Demerit,Mendicity,8,Holly Nottle,11,G J Kersley,54,1.5,2110580x666,43:6-5-3,12: 1-3-2,15: 3-0-2,5: 1-0-1,0:0-0-0,30:4-4-1,10:2-1-2,3:0-0-0,0:0-0-0,6:3-0-0,6:0-1-1,$275 277,13,Rst 0 Met Win-LY,1400,F W Kersley,1.2,22/11/25,TABtouch - Westspeed Platinum Series Heat 3 (Rs0ly),1-Bartime,5,51,01:24.25,Ascot,Good 4,59,0:0-0-0,235506,1312516,961045,26038,17687,26038,15839,$40000,36.09sec 600m,$1160,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Mia Gusto,7,Mare,Demerit,Mendicity,8,Holly Nottle,11,G J Kersley,54,1.5,2110580x666,43:6-5-3,12: 1-3-2,15: 3-0-2,5: 1-0-1,0:0-0-0,30:4-4-1,10:2-1-2,3:0-0-0,0:0-0-0,6:3-0-0,6:0-1-1,$275 277,14,Rst 0 Met Win-LY,1600,W Pike,5.6,12/11/25,Quayclean (Rs0ly),1-Golden Dore,12,7.5,01:37.72,Belmont Park,Good 4,57,0:0-0-0,235255,1310462,961045,26038,17687,26038,12691,$35000,35.59sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Mia Gusto,7,Mare,Demerit,Mendicity,8,Holly Nottle,11,G J Kersley,54,1.5,2110580x666,43:6-5-3,12: 1-3-2,15: 3-0-2,5: 1-0-1,0:0-0-0,30:4-4-1,10:2-1-2,3:0-0-0,0:0-0-0,6:3-0-0,6:0-1-1,$275 277,4,Rst 0 Met Win-LY,1400,H Nottle,0.7,29/10/25,Morley Growers Market (Rs0ly),2-Rainline,1,10,01:24.28,Belmont Park,Good 4,52.5,0:0-0-0,234838,1307937,961045,26038,17687,26038,17687,$35000,35.06sec 600m,$19180,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Mia Gusto,7,Mare,Demerit,Mendicity,8,Holly Nottle,11,G J Kersley,54,1.5,2110580x666,43:6-5-3,12: 1-3-2,15: 3-0-2,5: 1-0-1,0:0-0-0,30:4-4-1,10:2-1-2,3:0-0-0,0:0-0-0,6:3-0-0,6:0-1-1,$275 277,3,Class 5,1300,H Nottle,0.4,16/10/25,TABtouch Past The Post Payouts Hcp (C5),2-Amjaad,1,6,01:16.22,Northam,Good 4,52,0:0-0-0,234417,1304957,961045,26038,17687,26038,17687,$30000,34.87sec 600m,$16440,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Mia Gusto,7,Mare,Demerit,Mendicity,8,Holly Nottle,11,G J Kersley,54,1.5,2110580x666,43:6-5-3,12: 1-3-2,15: 3-0-2,5: 1-0-1,0:0-0-0,30:4-4-1,10:2-1-2,3:0-0-0,0:0-0-0,6:3-0-0,6:0-1-1,$275 277,9,Class 5,1100,H Nottle,4.1,05/10/25,De Bortoli Family Winemakers Hcp (C5),1-Pin Deep,2,26,01:04.68,Northam,Soft 5,51,0:0-0-0,234116,1302690,961045,26038,17687,26038,17687,$30000,35.14sec 600m,$5580,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,1,Class 3,1400,S O'Donnell,4.5,11/02/26,Swan Draught Hcp (C3),1-Western Lady,9,5,01:24.35,Belmont Park,Good 3,57.5,0:0-0-0,237260,1325336,998643,24382,16166,24382,4615,$30000,35.97sec 600m,$540,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,1,Class 1,1400,S O'Donnell,0.4,28/01/26,Morley Growers Market Hcp (C1),2-Admire Astra,1,3.4,01:24.78,Ascot,Good 4,58,0:0-0-0,236996,1323329,998643,24382,16166,24382,4615,$30000,35.55sec 600m,$16440,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,4,Maiden,1200,S O'Donnell,0.2,15/01/26,John Ward & Mike Wilson Mdn,2-Can't Catch Me,1,7,01:11.66,Pinjarra Scarpside,Good 4,57,0:0-0-0,236711,1321274,998643,24382,16166,24382,4615,$25000,33.81sec 600m,$13700,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,10,Maiden,1000,T Turner,4.4,10/12/25,Reliable Asset Maintenance Mdn,1-The Nun,8,31,00:58.91,Ascot,Good 4,56,0:0-0-0,235913,1315691,998643,24382,16166,24382,10117,$25000,33.96sec 600m,$450,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,3,Maiden,1300,S O'Donnell,7.2,26/06/25,Count Apt ? 1965 Northam Cup Winner Mdn,1-Naughty Tortie,6,81,01:16.52,Northam,Good 4,56,0:0-0-0,231315,1280599,998643,24382,16166,24382,4615,$25000,34.66sec 600m,$450,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,5,Maiden,1100,B Louis,4.7,02/06/25,Triple M Northam Mdn,1-Simply Royalty,6,151,01:03.58,Northam,Soft 5,55,0:0-0-0,230596,1274987,998643,24382,16166,24382,16166,$25000,33.88sec 600m,$450,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Slick,5,Mare,Sessions,Silver Serena,9,Brandon Louis,8,Ms J Erkelens,55.5,0,066x8119x,7:2-0-0,1: 1-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,6:2-0-0,1:0-0-0,0:0-0-0,0:0-0-0,2:0-0-0,2:1-0-0,$46 505,3,Maiden,1000,T Turner,7.5,22/05/25,BJS Elantis Mdn,1-Order Online,14,91,00:57.66,Pinjarra,Good 4,55,0:0-0-0,230247,1272538,998643,24382,16166,24382,10117,$25000,33.59sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,5,Class 5,1300,N Faithfull,1.8,22/07/26,TABtouch Share My Bet Hcp (C5),1-Millstee,2,14,01:17.82,Pinjarra Scarpside,Good 4,54,0:0-0-0,241575,1357903,1110254,25392,12664,25392,14702,$30000,34.14sec 600m,$5580,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,5,BenchMark 58+,1200,N Faithfull,0.1,12/07/26,Snap Printing Solutions Kalgoorlie (Bm58+),2-Dreamers Never Die,1,3.7,01:11.65,Kalgoorlie,Good 4,55,0:0-0-0,241299,1355650,1110254,25392,12664,25392,14702,$24000,00.00sec 0m,$13152,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,11,Class 3,1400,N Faithfull,0.0,02/07/26,Racing@pinjarra Park Thursday July 16 Hcp (C3),1-Bannered,2,8,01:26.49,Pinjarra,Soft 5,55,0:0-0-0,241007,1353407,1110254,25392,12664,25392,14702,$30000,00.00sec 0m,$5580,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,1,BenchMark 58+,1200,J Mc Naught,2.5,21/06/26,Forrest Electrical (Bm58+),1-The Lions' Gate,4,6.5,01:12.56,Kalgoorlie,Soft 5,54.5,0:0-0-0,240661,1350731,1110254,25392,12664,25392,16126,$24000,00.00sec 0m,$936,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,4,Rst 0 Met Win-LY,1300,N Faithfull,4.1,27/05/26,Lawn Pride Australia (Rs0ly),1-Dark Ambition,9,31,01:17.30,Belmont Park,Good 4,54,0:0-0-0,239956,1345323,1110254,25392,12664,25392,14702,$35000,34.60sec 600m,$630,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,1,BenchMark 56+,1400,A Hearn,17.4,16/05/26,Shark Bay Prawn (Bm56+),1-Dream Illusion,9,3.3,01:25.66,Carnarvon,Good ,58,0:0-0-0,239610,1342833,1110254,25392,12664,25392,14758,$20000,00.00sec 0m,$0,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,7,Class 5,1300,N Faithfull,1.5,03/05/26,Racing WA Provincial Championship Heat Hcp (C5),1-Cheryl's Shout,6,19,01:17.50,Northam,Soft 5,54.5,0:0-0-0,239278,1340152,1110254,25392,12664,25392,14702,$30000,35.73sec 600m,$540,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,13,BenchMark 58+,1203,K Dhurun,12.2,19/04/26,Resinvest Commodities Bm58+),1-Deep Discretion,14,10,01:12.64,Geraldton,Good 4,55,0:0-0-0,238865,1337352,1110254,25392,12664,25392,16515,$30000,35.78sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,2,Open,1400,H Watson,2.9,06/12/25,TABtouch ? Westspeed Platinum Series Final,1-Auto Cruise,7,31,01:24.76,Ascot,Good 4,55.5,0:0-0-0,235813,1314941,1110254,25392,12664,25392,16516,$100000,35.35sec 600m,$1800,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Pat's Last Bang,5,Mare,Patronize,Secret Woman,10,S Parnham,7,A W Maley,55,0,67x06994212,24:4-3-2,7: 2-0-0,4: 0-0-0,1: 0-0-0,0:0-0-0,16:3-2-1,6:0-1-1,2:1-0-0,0:0-0-0,3:1-0-1,3:1-0-0,$120 706,6,Class 3,1200,S Parnham,2.1,12/11/25,Unite Resourcing Hcp (C3),1-Maalis Song,6,18,01:12.31,Belmont Park,Good 4,56.5,0:0-0-0,235255,1310460,1110254,25392,12664,25392,12664,$30000,34.91sec 600m,$540,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,5,Class 1,1300,C Johnston-Porter,2.1,22/07/26,TABtouch Download Today Hcp (C1),1-Optimus Prime,8,3.4,01:18.14,Pinjarra Scarpside,Soft 5,58.5,0:0-0-0,241575,1357900,1120775,23439,15179,23439,15478,$30000,35.25sec 600m,$540,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,2,Rst 0 Met Win-LY,1200,C Johnston-Porter,1.6,08/07/26,Drummond Golf (Rs0ly),1-Refemme No Angel,2,10,01:11.58,Belmont Park,Soft 5,57,0:0-0-0,241200,1354889,1120775,23439,15179,23439,15478,$35000,34.94sec 600m,$6510,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,9,Maiden,1406,H Nottle,0.6,31/12/25,Hygain Mdn,2-Joyoh,1,4.6,01:25.09,Pinjarra,Good 4,53,0:0-0-0,236421,1319122,1120775,23439,15179,23439,17687,$25000,35.68sec 600m,$13700,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,8,Maiden,1100,H Nottle,2.7,18/12/25,Own The Dream 2026 Mdn,1-Alebrije,5,5.5,01:05.32,Bunbury,Good 4,53,0:0-0-0,236177,1317235,1120775,23439,15179,23439,17687,$25000,34.69sec 600m,$725,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,7,Rst 0 Met Win-LY,1000,Z Johnston-Porter,2.3,20/08/25,Farewell Dylan Bentley (Rs0ly),1-Desert Life,4,5,00:59.70,Pinjarra,Heavy 8,55,0:0-0-0,232885,1292873,1120775,23439,15179,23439,17062,$35000,00.00sec 0m,$1365,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cosmic Treat,4,Mare,Universal Ruler,Cosmic Jeuney,11,Chris Parnham,1,D T McAuliffe,54.5,0,44x51x28,6:1-1-0,1: 0-1-0,1: 0-1-0,1: 0-1-0,0:0-0-0,2:1-0-0,3:0-1-0,1:0-0-0,0:0-0-0,3:0-1-0,3:1-0-0,$38 960,5,Open,1000,B Parnham,5.0,09/08/25,Bert Harrison 3yo Plate,1-Castle Road,4,5.5,00:58.17,Pinjarra,Soft 6,54,0:0-0-0,232629,1290801,1120775,23439,15179,23439,13271,$80000,34.36sec 600m,$3120,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cawarra,4,Mare,Playing God,Lado Ciego,12,Laqdar Ramoly,3,N D Parnham,54,0,68575x42413,13:1-1-1,5: 0-0-1,7: 0-1-1,3: 0-0-1,0:0-0-0,9:0-0-0,4:1-1-1,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$38 335,6,Class 1,1200,R Cheung,0.5,08/07/26,Share Bets With TABtouch Bet Loop Hcp (C1),1-Bookends,3,10,01:12.55,Belmont Park,Soft 5,55.5,0:0-0-0,241200,1354891,1118570,10820,16432,10820,17744,$30000,35.88sec 600m,$2640,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cawarra,4,Mare,Playing God,Lado Ciego,12,Laqdar Ramoly,3,N D Parnham,54,0,68575x42413,13:1-1-1,5: 0-0-1,7: 0-1-1,3: 0-0-1,0:0-0-0,9:0-0-0,4:1-1-1,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$38 335,7,Maiden,1100,R Cheung,2.2,21/06/26,Blue Spec Drilling Chile Mdn,2-Le Beau,1,2.1,01:05.45,Kalgoorlie,Soft 5,54,0:0-0-0,240661,1350728,1118570,10820,16432,10820,17744,$20000,00.00sec 0m,$11360,AUS
01/08/2026 00:00:00,Belmont Park,4,01-Aug-2026 14:14,1200,4yo+,Rst 0 Met Win-LY,54,Of $40000  -  1st  $21920 | 2nd  $7440| 3rd  $3520| 4th  $1560| 5th  $1160,,Handicap,TABtouch - Westspeed Platinum (Rs0ly),Apprentices Can Claim,Cawarra,4,Mare,Playing God,Lado Ciego,12,Laqdar Ramoly,3,N D Parnham,54,0,68575x42413,13:1-1-1,5: 0-0-1,7: 0-1-1,3: 0-0-1,0:0-0-0,9:0-0-0,4:1-1-1,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$38 335,8,Maiden,1300,C Parnham,3.3,10/06/26,MC Polytrack Mdn,1-Western Jet,4,7.5,01:18.02,Belmont Park,Soft 5,56,0:0-0-0,240366,1348509,1118570,10820,16432,10820,15179,$25000,35.13sec 600m,$975,AUS
